ISO_Year,WeekOfYear,Neighborhood,Predicted,Actual,Error,AE
2024,11,LEVINDALE,2,1,1,1
2024,11,LIBERTY SQUARE,2,3,-1,1
2024,11,LITTLE ITALY,2,1,1,1
2024,11,LOCH RAVEN,3,6,-3,3
2024,11,LOCUST POINT,2,1,1,1
2024,11,LOCUST POINT INDUSTRIAL AREA,2,2,0,0
2024,11,LOYOLA/NOTRE DAME,1,1,0,0
2024,11,MADISON PARK,2,5,-3,3
2024,11,MADISON-EASTEND,2,2,0,0
2024,11,MCELDERRY PARK,4,6,-2,2
2024,11,MEDFIELD,2,2,0,0
2024,11,MEDFORD,2,2,0,0
2024,11,MID-GOVANS,1,3,-2,2
2024,11,MID-TOWN BELVEDERE,5,7,-2,2
2024,11,MIDDLE EAST,2,4,-2,2
2024,11,MIDTOWN-EDMONDSON,2,2,0,0
2024,11,MILLHILL,3,6,-3,3
2024,11,MILTON-MONTFORD,2,2,0,0
2024,11,MONDAWMIN,8,8,0,0
2024,11,MORRELL PARK,5,2,3,3
2024,11,MOUNT HOLLY,2,1,1,1
2024,11,MOUNT VERNON,7,14,-7,7
2024,11,MOUNT WASHINGTON,2,5,-3,3
2024,11,NEW NORTHWOOD,4,6,-2,2
2024,11,NORTH HARFORD ROAD,3,5,-2,2
2024,11,NORTH ROLAND PARK/POPLAR HILL,2,2,0,0
2024,11,O'DONNELL HEIGHTS,1,1,0,0
2024,11,OAKLEE,1,2,-1,1
2024,11,OLD GOUCHER,2,2,0,0
2024,11,OLDTOWN,5,6,-1,1
2024,11,OLIVER,5,8,-3,3
2024,11,ORANGEVILLE,2,1,1,1
2024,11,ORANGEVILLE INDUSTRIAL AREA,1,2,-1,1
2024,11,ORIGINAL NORTHWOOD,2,1,1,1
2024,11,OTTERBEIN,2,2,0,0
2024,11,PANWAY/BRADDISH AVENUE,1,3,-2,2
2024,11,PARK CIRCLE,2,7,-5,5
2024,11,PARKLANE,1,2,-1,1
2024,11,PARKSIDE,2,2,0,0
2024,11,PATTERSON PARK,6,2,4,4
2024,11,PEN LUCY,2,1,1,1
2024,11,PENN NORTH,4,4,0,0
2024,11,PENN-FALLSWAY,2,1,1,1
2024,11,PENROSE/FAYETTE STREET OUTREACH,4,4,0,0
2024,11,PERRING LOCH,4,1,3,3
2024,11,PLEASANT VIEW GARDENS,1,2,-1,1
2024,11,POPPLETON,2,5,-3,3
2024,11,PULASKI INDUSTRIAL AREA,5,4,1,1
2024,11,RAMBLEWOOD,1,2,-1,1
2024,11,REISTERSTOWN STATION,4,4,0,0
2024,11,REMINGTON,2,1,1,1
2024,11,RESERVOIR HILL,4,3,1,1
2024,11,RIDGELY'S DELIGHT,1,1,0,0
2024,11,RIVERSIDE,3,3,0,0
2024,11,ROGNEL HEIGHTS,2,1,1,1
2024,11,ROLAND PARK,2,5,-3,3
2024,11,ROSEBANK,2,2,0,0
2024,11,ROSEMONT,4,2,2,2
2024,11,ROSEMONT HOMEOWNERS/TENANTS,3,1,2,2
2024,11,SAINT AGNES,1,1,0,0
2024,11,SAINT JOSEPHS,2,2,0,0
2024,11,SANDTOWN-WINCHESTER,9,3,6,6
2024,11,SETON BUSINESS PARK,2,1,1,1
2024,11,SETON HILL,2,3,-1,1
2024,11,SHIPLEY HILL,2,1,1,1
2024,11,SOUTH BALTIMORE,3,1,2,2
2024,11,UNION SQUARE,2,3,-1,1
2024,11,UNIVERSITY OF MARYLAND,2,5,-3,3
2024,11,UPLANDS,2,1,1,1
2024,11,UPPER FELLS POINT,3,1,2,2
2024,11,UPTON,7,8,-1,1
2024,11,VIOLETVILLE,4,3,1,1
2024,11,WAKEFIELD,2,2,0,0
2024,11,WALBROOK,3,5,-2,2
2024,11,WALTHERSON,4,6,-2,2
2024,11,WASHINGTON HILL,4,7,-3,3
2024,11,WASHINGTON VILLAGE/PIGTOWN,8,4,4,4
2024,11,WAVERLY,2,2,0,0
2024,11,WEST FOREST PARK,3,1,2,2
2024,11,WESTFIELD,2,6,-4,4
2024,11,WILHELM PARK,1,1,0,0
2024,11,WINCHESTER,2,1,1,1
2024,11,WINDSOR HILLS,2,2,0,0
2024,11,WINSTON-GOVANS,3,1,2,2
2024,11,WOODBERRY,2,4,-2,2
2024,11,WOODBOURNE HEIGHTS,2,1,1,1
2024,11,WOODMERE,3,2,1,1
2024,11,WYMAN PARK,2,2,0,0
2024,11,WYNDHURST,1,1,0,0
2024,11,YORK-HOMELAND,1,1,0,0
2024,12,ABELL,2,1,1,1
2024,12,ALLENDALE,3,8,-5,5
2024,12,ARCADIA,2,1,1,1
2024,12,ARLINGTON,2,2,0,0
2024,12,ARMISTEAD GARDENS,3,5,-2,2
2024,12,ASHBURTON,2,1,1,1
2024,12,BALTIMORE HIGHLANDS,4,4,0,0
2024,12,BARCLAY,4,3,1,1
2024,12,BAYVIEW,1,3,-2,2
2024,12,BEECHFIELD,2,3,-1,1
2024,12,BELAIR-EDISON,15,16,-1,1
2024,12,BELVEDERE,2,2,0,0
2024,12,BEREA,3,6,-3,3
2024,12,BETTER WAVERLY,5,3,2,2
2024,12,BIDDLE STREET,2,2,0,0
2024,12,BOLTON HILL,3,4,-1,1
2024,12,BOYD-BOOTH,2,1,1,1
2024,12,BRIDGEVIEW/GREENLAWN,2,2,0,0
2024,12,BROADWAY EAST,3,10,-7,7
2024,12,BROENING MANOR,2,1,1,1
2024,12,BROOKLYN,14,18,-4,4
2024,12,CALLAWAY-GARRISON,2,1,1,1
2024,12,CAMERON VILLAGE,2,1,1,1
2024,12,CANTON,6,6,0,0
2024,12,CANTON INDUSTRIAL AREA,5,8,-3,3
2024,12,CARE,3,1,2,2
2024,12,CARROLL - CAMDEN INDUSTRIAL AREA,3,1,2,2
2024,12,CARROLL-SOUTH HILTON,2,6,-4,4
2024,12,CARROLLTON RIDGE,3,6,-3,3
2024,12,CEDMONT,3,3,0,0
2024,12,CEDONIA,2,1,1,1
2024,12,CENTRAL FOREST PARK,2,2,0,0
2024,12,CENTRAL PARK HEIGHTS,6,8,-2,2
2024,12,CHARLES NORTH,2,3,-1,1
2024,12,CHARLES VILLAGE,3,2,1,1
2024,12,CHERRY HILL,3,11,-8,8
2024,12,CHESWOLDE,2,3,-1,1
2024,12,CHINQUAPIN PARK,1,1,0,0
2024,12,COLDSPRING,1,2,-1,1
2024,12,COLDSTREAM HOMESTEAD MONTEBELLO,10,7,3,3
2024,12,CONCERNED CITIZENS OF FOREST PARK,2,1,1,1
2024,12,COPPIN HEIGHTS/ASH-CO-EAST,2,3,-1,1
2024,12,CROSS KEYS,1,3,-2,2
2024,12,CURTIS BAY,4,5,-1,1
2024,12,DICKEYVILLE,1,1,0,0
2024,12,DORCHESTER,2,3,-1,1
2024,12,DOWNTOWN,24,22,2,2
2024,12,DOWNTOWN WEST,2,1,1,1
2024,12,DRUID HEIGHTS,2,4,-2,2
2024,12,DUNBAR-BROADWAY,3,3,0,0
2024,12,EAST ARLINGTON,2,3,-1,1
2024,12,EAST BALTIMORE MIDWAY,3,8,-5,5
2024,12,EASTERWOOD,2,4,-2,2
2024,12,EASTWOOD,1,1,0,0
2024,12,EDGEWOOD,2,1,1,1
2024,12,EDMONDSON VILLAGE,3,3,0,0
2024,12,ELLWOOD PARK/MONUMENT,4,2,2,2
2024,12,EVERGREEN LAWN,2,1,1,1
2024,12,EVESHAM PARK,1,1,0,0
2024,12,FAIRFIELD AREA,2,1,1,1
2024,12,FALLSTAFF,2,2,0,0
2024,12,FEDERAL HILL,3,6,-3,3
2024,12,FELLS POINT,6,9,-3,3
2024,12,FOREST PARK,2,4,-2,2
2024,12,FRANKFORD,11,20,-9,9
2024,12,FRANKLIN SQUARE,4,1,3,3
2024,12,FRANKLINTOWN,2,2,0,0
2024,12,FRANKLINTOWN ROAD,2,2,0,0
2024,12,GARWYN OAKS,1,1,0,0
2024,12,GAY STREET,3,5,-2,2
2024,12,GLEN,4,4,0,0
2024,12,GLEN OAKS,3,2,1,1
2024,12,GRACELAND PARK,2,2,0,0
2024,12,GREEKTOWN,3,7,-4,4
2024,12,GREENMOUNT WEST,2,4,-2,2
2024,12,GREENSPRING,3,2,1,1
2024,12,GROVE PARK,2,2,0,0
2024,12,GUILFORD,3,9,-6,6
2024,12,GWYNNS FALLS,2,1,1,1
2024,12,HAMILTON HILLS,7,3,4,4
2024,12,HAMPDEN,6,7,-1,1
2024,12,HANLON-LONGWOOD,3,3,0,0
2024,12,HARLEM PARK,5,5,0,0
2024,12,HARWOOD,2,1,1,1
2024,12,HERITAGE CROSSING,2,2,0,0
2024,12,HIGHLANDTOWN,3,6,-3,3
2024,12,HILLEN,2,2,0,0
2024,12,HOLABIRD INDUSTRIAL PARK,1,1,0,0
2024,12,HOLLINS MARKET,2,3,-1,1
2024,12,HOMELAND,2,1,1,1
2024,12,HOWARD PARK,3,1,2,2
2024,12,IDLEWOOD,2,3,-1,1
2024,12,INNER HARBOR,6,13,-7,7
2024,12,IRVINGTON,3,3,0,0
2024,12,JOHNSTON SQUARE,2,3,-1,1
2024,12,JONES FALLS AREA,1,1,0,0
2024,12,JONESTOWN,3,2,1,1
2024,12,KENILWORTH PARK,1,1,0,0
2024,12,KESWICK,1,1,0,0
2024,12,KRESSON,2,1,1,1
2024,12,LAKE WALKER,2,1,1,1
2024,12,LAKELAND,4,8,-4,4
2024,12,LANGSTON HUGHES,2,2,0,0
2024,12,LAURAVILLE,2,2,0,0
2024,12,LEVINDALE,2,1,1,1
2024,12,LIBERTY SQUARE,2,3,-1,1
2024,12,LITTLE ITALY,2,2,0,0
2024,12,LOCH RAVEN,3,3,0,0
2024,12,LOCUST POINT,2,1,1,1
2024,12,LUCILLE PARK,1,1,0,0
2024,12,MADISON PARK,2,3,-1,1
2024,12,MADISON-EASTEND,2,1,1,1
2024,12,MAYFIELD,1,2,-1,1
2024,12,MCELDERRY PARK,3,2,1,1
2024,12,MEDFIELD,2,3,-1,1
2024,12,MID-GOVANS,1,2,-1,1
2024,12,MID-TOWN BELVEDERE,4,2,2,2
2024,12,MIDDLE EAST,2,3,-1,1
2024,12,MIDTOWN-EDMONDSON,2,1,1,1
2024,12,MILLHILL,3,4,-1,1
2024,12,MILTON-MONTFORD,2,1,1,1
2024,12,MONDAWMIN,7,10,-3,3
2024,12,MONTEBELLO,1,1,0,0
2024,12,MORAVIA-WALTHER,1,1,0,0
2024,12,MORRELL PARK,5,7,-2,2
2024,12,MOSHER,2,1,1,1
2024,12,MOUNT HOLLY,2,2,0,0
2024,12,MOUNT VERNON,6,7,-1,1
2024,12,MOUNT WASHINGTON,2,1,1,1
2024,12,NEW NORTHWOOD,4,3,1,1
2024,12,NORTH HARFORD ROAD,3,3,0,0
2024,12,NORTH ROLAND PARK/POPLAR HILL,2,2,0,0
2024,12,O'DONNELL HEIGHTS,1,2,-1,1
2024,12,OAKLEE,1,1,0,0
2024,12,OLD GOUCHER,2,2,0,0
2024,12,OLDTOWN,4,5,-1,1
2024,12,OLIVER,4,7,-3,3
2024,12,ORANGEVILLE,2,1,1,1
2024,12,ORCHARD RIDGE,1,1,0,0
2024,12,PARK CIRCLE,2,7,-5,5
2024,12,PEN LUCY,2,3,-1,1
2024,12,PENN NORTH,4,6,-2,2
2024,12,PENROSE/FAYETTE STREET OUTREACH,4,5,-1,1
2024,12,PERRING LOCH,3,1,2,2
2024,12,PIMLICO GOOD NEIGHBORS,2,1,1,1
2024,12,PLEASANT VIEW GARDENS,1,1,0,0
2024,12,POPPLETON,2,3,-1,1
2024,12,PULASKI INDUSTRIAL AREA,5,6,-1,1
2024,12,PURNELL,1,1,0,0
2024,12,RADNOR-WINSTON,2,3,-1,1
2024,12,REISTERSTOWN STATION,3,6,-3,3
2024,12,REMINGTON,2,2,0,0
2024,12,RESERVOIR HILL,3,5,-2,2
2024,12,RIDGELY'S DELIGHT,1,1,0,0
2024,12,RIVERSIDE,3,3,0,0
2024,12,ROGNEL HEIGHTS,2,1,1,1
2024,12,ROSEBANK,2,1,1,1
2024,12,ROSEMONT,4,3,1,1
2024,12,ROSEMONT EAST,2,4,-2,2
2024,12,ROSEMONT HOMEOWNERS/TENANTS,3,1,2,2
2024,12,SAINT AGNES,1,2,-1,1
2024,12,SAINT HELENA,1,1,0,0
2024,12,SAINT JOSEPHS,2,3,-1,1
2024,12,SANDTOWN-WINCHESTER,9,11,-2,2
2024,12,SETON BUSINESS PARK,2,1,1,1
2024,12,SETON HILL,2,1,1,1
2024,12,SHARP-LEADENHALL,2,1,1,1
2024,12,SHIPLEY HILL,2,1,1,1
2024,12,SOUTH BALTIMORE,3,5,-2,2
2024,12,SOUTH CLIFTON PARK,2,1,1,1
2024,12,TEN HILLS,1,1,0,0
2024,12,TOWANDA-GRANTLEY,1,2,-1,1
2024,12,TUSCANY-CANTERBURY,1,1,0,0
2024,12,UNION SQUARE,2,2,0,0
2024,12,UNIVERSITY OF MARYLAND,2,2,0,0
2024,12,UPLANDS,2,2,0,0
2024,12,UPPER FELLS POINT,3,6,-3,3
2024,12,UPTON,7,13,-6,6
2024,12,VIOLETVILLE,4,10,-6,6
2024,12,WALBROOK,3,1,2,2
2024,12,WALTHERSON,4,3,1,1
2024,12,WASHINGTON HILL,3,5,-2,2
2024,12,WASHINGTON VILLAGE/PIGTOWN,7,8,-1,1
2024,12,WEST ARLINGTON,2,2,0,0
2024,12,WEST FOREST PARK,3,1,2,2
2024,12,WESTFIELD,2,2,0,0
2024,12,WESTPORT,2,1,1,1
2024,12,WILSON PARK,1,2,-1,1
2024,12,WINDSOR HILLS,2,2,0,0
2024,12,WINSTON-GOVANS,2,1,1,1
2024,12,WOODMERE,3,4,-1,1
2024,12,WYNDHURST,1,1,0,0
2024,12,YALE HEIGHTS,2,2,0,0
2024,13,ABELL,2,4,-2,2
2024,13,ALLENDALE,3,5,-2,2
2024,13,ARLINGTON,2,6,-4,4
2024,13,ARMISTEAD GARDENS,3,4,-1,1
2024,13,ASHBURTON,2,1,1,1
2024,13,BALTIMORE HIGHLANDS,4,5,-1,1
2024,13,BARCLAY,4,2,2,2
2024,13,BARRE CIRCLE,1,2,-1,1
2024,13,BAYVIEW,1,1,0,0
2024,13,BEECHFIELD,2,1,1,1
2024,13,BELAIR-EDISON,15,11,4,4
2024,13,BEREA,3,5,-2,2
2024,13,BETTER WAVERLY,5,9,-4,4
2024,13,BIDDLE STREET,2,2,0,0
2024,13,BOLTON HILL,3,3,0,0
2024,13,BREWERS HILL,2,1,1,1
2024,13,BRIDGEVIEW/GREENLAWN,2,1,1,1
2024,13,BROADWAY EAST,3,7,-4,4
2024,13,BROENING MANOR,2,2,0,0
2024,13,BROOKLYN,15,15,0,0
2024,13,CALLAWAY-GARRISON,2,1,1,1
2024,13,CAMERON VILLAGE,2,4,-2,2
2024,13,CANTON,6,14,-8,8
2024,13,CANTON INDUSTRIAL AREA,4,7,-3,3
2024,13,CARE,3,1,2,2
2024,13,CARROLL - CAMDEN INDUSTRIAL AREA,3,4,-1,1
2024,13,CARROLL-SOUTH HILTON,2,3,-1,1
2024,13,CARROLLTON RIDGE,3,5,-2,2
2024,13,CEDMONT,2,3,-1,1
2024,13,CEDONIA,2,3,-1,1
2024,13,CENTRAL FOREST PARK,2,2,0,0
2024,13,CENTRAL PARK HEIGHTS,6,12,-6,6
2024,13,CHARLES NORTH,2,3,-1,1
2024,13,CHARLES VILLAGE,3,6,-3,3
2024,13,CHERRY HILL,3,7,-4,4
2024,13,CHESWOLDE,2,5,-3,3
2024,13,COLDSTREAM HOMESTEAD MONTEBELLO,10,4,6,6
2024,13,CONCERNED CITIZENS OF FOREST PARK,2,1,1,1
2024,13,CROSS COUNTRY,2,1,1,1
2024,13,CURTIS BAY,4,6,-2,2
2024,13,CYLBURN,2,3,-1,1
2024,13,DOLFIELD,3,6,-3,3
2024,13,DORCHESTER,2,1,1,1
2024,13,DOWNTOWN,24,25,-1,1
2024,13,DOWNTOWN WEST,2,6,-4,4
2024,13,DRUID HEIGHTS,2,1,1,1
2024,13,DUNBAR-BROADWAY,3,5,-2,2
2024,13,EAST ARLINGTON,2,1,1,1
2024,13,EAST BALTIMORE MIDWAY,3,8,-5,5
2024,13,EASTERWOOD,2,1,1,1
2024,13,EDMONDSON VILLAGE,3,1,2,2
2024,13,EDNOR GARDENS-LAKESIDE,4,10,-6,6
2024,13,ELLWOOD PARK/MONUMENT,4,2,2,2
2024,13,EVERGREEN LAWN,2,1,1,1
2024,13,FAIRFIELD AREA,2,2,0,0
2024,13,FALLSTAFF,2,4,-2,2
2024,13,FEDERAL HILL,3,10,-7,7
2024,13,FELLS POINT,6,8,-2,2
2024,13,FOREST PARK,2,6,-4,4
2024,13,FOREST PARK GOLF COURSE,1,1,0,0
2024,13,FOUR BY FOUR,2,1,1,1
2024,13,FRANKFORD,11,13,-2,2
2024,13,FRANKLIN SQUARE,4,5,-1,1
2024,13,FRANKLINTOWN,2,3,-1,1
2024,13,FRANKLINTOWN ROAD,2,1,1,1
2024,13,GAY STREET,3,7,-4,4
2024,13,GLEN,4,8,-4,4
2024,13,GLEN OAKS,3,2,1,1
2024,13,GREEKTOWN,3,5,-2,2
2024,13,GREENMOUNT WEST,2,2,0,0
2024,13,GREENSPRING,3,2,1,1
2024,13,GROVE PARK,2,2,0,0
2024,13,GWYNNS FALLS,2,2,0,0
2024,13,HAMILTON HILLS,7,10,-3,3
2024,13,HAMPDEN,6,10,-4,4
2024,13,HANLON-LONGWOOD,3,1,2,2
2024,13,HARLEM PARK,5,2,3,3
2024,13,HARWOOD,2,1,1,1
2024,13,HERITAGE CROSSING,2,1,1,1
2024,13,HIGHLANDTOWN,3,6,-3,3
2024,13,HILLEN,2,1,1,1
2024,13,HOES HEIGHTS,1,2,-1,1
2024,13,HOLLINS MARKET,2,10,-8,8
2024,13,HOMELAND,2,1,1,1
2024,13,HOWARD PARK,3,2,1,1
2024,13,HUNTING RIDGE,2,1,1,1
2024,13,IDLEWOOD,2,5,-3,3
2024,13,INNER HARBOR,6,14,-8,8
2024,13,IRVINGTON,3,1,2,2
2024,13,JOHNS HOPKINS HOMEWOOD,2,1,1,1
2024,13,JOHNSTON SQUARE,2,2,0,0
2024,13,JONES FALLS AREA,1,1,0,0
2024,13,JONESTOWN,3,3,0,0
2024,13,KENILWORTH PARK,1,1,0,0
2024,13,KRESSON,2,1,1,1
2024,13,LAKE WALKER,2,1,1,1
2024,13,LAKELAND,4,6,-2,2
2024,13,LANGSTON HUGHES,2,1,1,1
2024,13,LAURAVILLE,2,5,-3,3
2024,13,LEVINDALE,2,1,1,1
2024,13,LIBERTY SQUARE,2,3,-1,1
2024,13,LITTLE ITALY,2,1,1,1
2024,13,LOCH RAVEN,3,5,-2,2
2024,13,LOCUST POINT INDUSTRIAL AREA,2,4,-2,2
2024,13,LOYOLA/NOTRE DAME,1,1,0,0
2024,13,LUCILLE PARK,1,1,0,0
2024,13,MADISON PARK,2,2,0,0
2024,13,MADISON-EASTEND,2,4,-2,2
2024,13,MAYFIELD,1,2,-1,1
2024,13,MCELDERRY PARK,3,5,-2,2
2024,13,MEDFIELD,2,3,-1,1
2024,13,MEDFORD,1,1,0,0
2024,13,MID-GOVANS,1,1,0,0
2024,13,MID-TOWN BELVEDERE,4,5,-1,1
2024,13,MIDDLE EAST,2,6,-4,4
2024,13,MIDTOWN-EDMONDSON,2,2,0,0
2024,13,MILLHILL,3,4,-1,1
2024,13,MILTON-MONTFORD,2,2,0,0
2024,13,MONDAWMIN,7,8,-1,1
2024,13,MORAVIA-WALTHER,1,2,-1,1
2024,13,MORGAN PARK,1,1,0,0
2024,13,MORRELL PARK,5,8,-3,3
2024,13,MOUNT HOLLY,2,1,1,1
2024,13,MOUNT VERNON,6,7,-1,1
2024,13,NEW NORTHWOOD,4,7,-3,3
2024,13,NORTH HARFORD ROAD,3,4,-1,1
2024,13,NORTHWEST COMMUNITY ACTION,2,2,0,0
2024,13,O'DONNELL HEIGHTS,1,1,0,0
2024,13,OAKENSHAWE,1,1,0,0
2024,13,OLD GOUCHER,2,2,0,0
2024,13,OLDTOWN,4,7,-3,3
2024,13,OLIVER,4,6,-2,2
2024,13,ORANGEVILLE,2,1,1,1
2024,13,ORCHARD RIDGE,1,1,0,0
2024,13,ORIGINAL NORTHWOOD,2,4,-2,2
2024,13,OVERLEA,1,1,0,0
2024,13,PARK CIRCLE,2,8,-6,6
2024,13,PARKLANE,1,1,0,0
2024,13,PARKSIDE,2,1,1,1
2024,13,PATTERSON PLACE,2,2,0,0
2024,13,PEN LUCY,2,1,1,1
2024,13,PENN NORTH,4,1,3,3
2024,13,PENN-FALLSWAY,2,1,1,1
2024,13,PENROSE/FAYETTE STREET OUTREACH,4,3,1,1
2024,13,PERRING LOCH,3,2,1,1
2024,13,PIMLICO GOOD NEIGHBORS,2,2,0,0
2024,13,PLEASANT VIEW GARDENS,1,3,-2,2
2024,13,POPPLETON,2,3,-1,1
2024,13,PULASKI INDUSTRIAL AREA,4,6,-2,2
2024,13,PURNELL,1,2,-1,1
2024,13,RAMBLEWOOD,1,2,-1,1
2024,13,REISTERSTOWN STATION,3,10,-7,7
2024,13,REMINGTON,2,1,1,1
2024,13,RESERVOIR HILL,3,5,-2,2
2024,13,RICHNOR SPRINGS,1,1,0,0
2024,13,RIDGELY'S DELIGHT,1,5,-4,4
2024,13,RIVERSIDE,3,8,-5,5
2024,13,ROGNEL HEIGHTS,2,3,-1,1
2024,13,ROLAND PARK,2,1,1,1
2024,13,ROSEBANK,2,2,0,0
2024,13,ROSEMONT,4,5,-1,1
2024,13,SAINT AGNES,1,5,-4,4
2024,13,SANDTOWN-WINCHESTER,9,10,-1,1
2024,13,SETON BUSINESS PARK,2,1,1,1
2024,13,SETON HILL,2,1,1,1
2024,13,SHARP-LEADENHALL,2,2,0,0
2024,13,SHIPLEY HILL,2,4,-2,2
2024,13,SOUTH BALTIMORE,3,2,1,1
2024,13,STONEWOOD-PENTWOOD-WINSTON,1,1,0,0
2024,13,TEN HILLS,1,1,0,0
2024,13,TOWANDA-GRANTLEY,1,2,-1,1
2024,13,TUSCANY-CANTERBURY,1,1,0,0
2024,13,UNION SQUARE,2,1,1,1
2024,13,UNIVERSITY OF MARYLAND,2,4,-2,2
2024,13,UPPER FELLS POINT,3,1,2,2
2024,13,UPTON,7,7,0,0
2024,13,VIOLETVILLE,4,1,3,3
2024,13,WAKEFIELD,2,1,1,1
2024,13,WALBROOK,3,5,-2,2
2024,13,WALTHERSON,4,3,1,1
2024,13,WASHINGTON HILL,3,9,-6,6
2024,13,WASHINGTON VILLAGE/PIGTOWN,7,8,-1,1
2024,13,WAVERLY,2,3,-1,1
2024,13,WEST ARLINGTON,2,1,1,1
2024,13,WEST FOREST PARK,3,2,1,1
2024,13,WESTFIELD,2,5,-3,3
2024,13,WESTPORT,2,1,1,1
2024,13,WILSON PARK,1,2,-1,1
2024,13,WINCHESTER,2,2,0,0
2024,13,WINDSOR HILLS,2,1,1,1
2024,13,WOODBERRY,2,1,1,1
2024,13,WOODBOURNE HEIGHTS,2,3,-1,1
2024,13,WOODBOURNE-MCCABE,1,1,0,0
2024,13,WOODMERE,3,2,1,1
2024,13,WYMAN PARK,2,4,-2,2
2024,13,YALE HEIGHTS,2,1,1,1
